submission timestamp,customer name,customer email address,description,open/closed status,closed timestamp,paid,s_week,c_week
1/28/2016 7:12:00 AM|1:40:48 AM,Zdrasti Prrasti,ZdrastiPrrasti@yahoo.com,Issue with the server,Closed,1/31/2016 7:55:12 AM|12:28:48 PM,2121,5,5
1/28/2016 12:43:12 PM|12:28:48 PM,Chocho Discoto,ChochoDiscoto@email.com,Issue with the web page,Closed,1/31/2016 10:48:00 AM|6:00:00 PM,1233,5,5
1/28/2016 3:36:00 PM|6:00:00 PM,Bebcho K,BebchoK@gmail.com,Issue with the router,Closed,1/31/2016 4:19:12 PM|12:43:12 PM,32321,5,5
1/28/2016 9:07:12 PM|12:43:12 PM,Choli Poli,CholiPoli@yahoo.com,Issue with the server,Closed,1/31/2016 7:12:00 PM|4:48:00 AM,333,5,5
1/29/2016|4:48:00 AM,Dear Beer,DearBeer@email.com,issue with transaction fee,Open,2/1/2016 12:43:12 AM|3:36:00 PM,,5,6
1/29/2016 5:31:12 AM|3:36:00 PM,Free Money,FreeMoney@gmail.com,Issue with the server,Closed,2/1/2016 3:36:00 AM|9:07:12 PM,456,5,6
1/29/2016 8:24:00 AM|9:07:12 PM,John Peper,JohnPeper@yahoo.com,Issue with the web page,Closed,2/1/2016 9:07:12 AM|3:50:24 PM,8756,5,6
1/29/2016 1:55:12 PM|3:50:24 PM,Ivan Chou,IvanChou@email.com,Issue with the web page,Closed,2/1/2016 12:00:00 PM|7:55:12 AM,6565,5,6
1/29/2016 4:48:00 PM|7:55:12 AM,Lyudmil Petrov,LyudmilPetrov@gmail.com,issue with transaction fee,Closed,2/1/2016 5:31:12 PM|6:43:12 PM,432,5,6
1/29/2016 10:19:12 PM|6:43:12 PM,Take Bill,TakeBill@yahoo.com,Issue with the server,Closed,2/1/2016 8:24:00 PM|12:14:24 AM,458,5,6
1/30/2016 1:12:00 AM|12:14:24 AM,Zdrasti Prrasti,ZdrastiPrrasti@email.com,Issue with the web page,Closed,2/2/2016 1:55:12 AM|6:57:36 PM,324,5,6
1/30/2016 6:43:12 AM|6:57:36 PM,Chocho Discoto,ChochoDiscoto@gmail.com,Issue with the router,Closed,2/2/2016 4:48:00 AM|11:02:24 AM,156,5,6
1/30/2016 9:36:00 AM|11:02:24 AM,Bebcho K,BebchoK@yahoo.com,Issue with the router,Closed,2/2/2016 10:19:12 AM|9:50:24 PM,2121,5,6
1/30/2016 3:07:12 PM|9:50:24 PM,Choli Poli,CholiPoli@email.com,Issue with the server,Closed,2/2/2016 1:12:00 PM|3:21:36 AM,1233,5,6
1/30/2016 6:00:00 PM|3:21:36 AM,Ivan Chou,IvanChou@yahoo.com,Issue with the server,Closed,2/2/2016 6:43:12 PM|10:04:48 PM,32321,5,6
1/30/2016 11:31:12 PM|10:04:48 PM,Lyudmil Petrov,LyudmilPetrov@email.com,Issue with the web page,Closed,2/2/2016 9:36:00 PM|2:09:36 PM,333,5,6
1/31/2016 2:24:00 AM|2:09:36 PM,Take Bill,TakeBill@gmail.com,issue with transaction fee,Closed,2/3/2016 3:07:12 AM|12:57:36 AM,323,5,6
1/31/2016 7:55:12 AM|12:57:36 AM,Zdrasti Prrasti,ZdrastiPrrasti@yahoo.com,Issue with the server,Closed,2/3/2016 6:00:00 AM|6:28:48 AM,456,5,6
1/31/2016 10:48:00 AM|6:28:48 AM,Chocho Discoto,ChochoDiscoto@email.com,Issue with the web page,Closed,2/3/2016 11:31:12 AM|1:12:00 AM,8756,5,6
1/31/2016 4:19:12 PM|1:12:00 AM,Bebcho K,BebchoK@gmail.com,Issue with the router,Closed,2/3/2016 2:24:00 PM|5:16:48 PM,6565,5,6
1/31/2016 7:12:00 PM|5:16:48 PM,Choli Poli,CholiPoli@yahoo.com,Issue with the server,Closed,2/3/2016 7:55:12 PM|4:04:48 AM,432,5,6
2/1/2016 12:43:12 AM|4:04:48 AM,Dear Beer,DearBeer@email.com,issue with transaction fee,Open,2/3/2016 10:48:00 PM|9:36:00 AM,,6,6
2/1/2016 3:36:00 AM|9:36:00 AM,Free Money,FreeMoney@gmail.com,Issue with the server,Closed,2/4/2016 4:19:12 AM|4:19:12 AM,324,6,6
2/1/2016 9:07:12 AM|4:19:12 AM,John Peper,JohnPeper@yahoo.com,Issue with the web page,Closed,2/4/2016 7:12:00 AM|8:24:00 PM,156,6,6
2/1/2016 12:00:00 PM|8:24:00 PM,Ivan Chou,IvanChou@email.com,Issue with the web page,Closed,2/4/2016 12:43:12 PM|7:12:00 AM,2121,6,6
2/1/2016 5:31:12 PM|7:12:00 AM,Lyudmil Petrov,LyudmilPetrov@gmail.com,issue with transaction fee,Closed,2/4/2016 3:36:00 PM|12:43:12 PM,1233,6,6
2/1/2016 8:24:00 PM|12:43:12 PM,Take Bill,TakeBill@yahoo.com,Issue with the server,Closed,2/4/2016 9:07:12 PM|7:26:24 AM,32321,6,6
2/2/2016 1:55:12 AM|7:26:24 AM,Zdrasti Prrasti,ZdrastiPrrasti@email.com,Issue with the web page,Closed,2/5/2016|11:31:12 PM,333,6,6
2/2/2016 4:48:00 AM|11:31:12 PM,Chocho Discoto,ChochoDiscoto@gmail.com,Issue with the router,Closed,2/5/2016 5:31:12 AM|10:19:12 AM,323,6,6
2/2/2016 10:19:12 AM|10:19:12 AM,Bebcho K,BebchoK@yahoo.com,Issue with the router,Closed,2/5/2016 8:24:00 AM|3:50:24 PM,456,6,6
2/2/2016 1:12:00 PM|3:50:24 PM,Choli Poli,CholiPoli@email.com,Issue with the server,Closed,2/5/2016 1:55:12 PM|10:33:36 AM,8756,6,6
2/2/2016 6:43:12 PM|10:33:36 AM,Ivan Chou,IvanChou@yahoo.com,Issue with the server,Closed,2/5/2016 4:48:00 PM|2:38:24 AM,6565,6,6
2/2/2016 9:36:00 PM|2:38:24 AM,Lyudmil Petrov,LyudmilPetrov@email.com,Issue with the web page,Closed,2/5/2016 10:19:12 PM|1:26:24 PM,432,6,6
2/3/2016 3:07:12 AM|1:26:24 PM,Take Bill,TakeBill@gmail.com,issue with transaction fee,Closed,2/6/2016 1:12:00 AM|6:57:36 PM,458,6,6
2/3/2016 6:00:00 AM|6:57:36 PM,Zdrasti Prrasti,ZdrastiPrrasti@yahoo.com,Issue with the server,Closed,2/6/2016 6:43:12 AM|1:40:48 PM,324,6,6
2/3/2016 11:31:12 AM|1:40:48 PM,Chocho Discoto,ChochoDiscoto@email.com,Issue with the web page,Closed,2/6/2016 9:36:00 AM|5:45:36 AM,156,6,6
2/3/2016 2:24:00 PM|5:45:36 AM,Bebcho K,BebchoK@gmail.com,Issue with the router,Closed,2/6/2016 3:07:12 PM|4:33:36 PM,2121,6,6
2/3/2016 7:55:12 PM|4:33:36 PM,Choli Poli,CholiPoli@yahoo.com,Issue with the server,Closed,2/6/2016 6:00:00 PM|10:04:48 PM,1233,6,6
2/3/2016 10:48:00 PM|10:04:48 PM,Dear Beer,DearBeer@email.com,issue with transaction fee,Open,2/6/2016 11:31:12 PM|4:48:00 PM,,6,6
2/4/2016 4:19:12 AM|4:48:00 PM,Free Money,FreeMoney@gmail.com,Issue with the server,Closed,2/7/2016 2:24:00 AM|8:52:48 AM,333,6,6
2/4/2016 7:12:00 AM|8:52:48 AM,John Peper,JohnPeper@yahoo.com,Issue with the web page,Closed,2/7/2016 7:55:12 AM|7:40:48 PM,323,6,6
2/4/2016 12:43:12 PM|7:40:48 PM,Ivan Chou,IvanChou@email.com,Issue with the web page,Closed,2/7/2016 10:48:00 AM|1:12:00 AM,456,6,6
2/4/2016 3:36:00 PM|1:12:00 AM,Lyudmil Petrov,LyudmilPetrov@gmail.com,issue with transaction fee,Closed,2/7/2016 4:19:12 PM|7:55:12 PM,8756,6,6
2/4/2016 9:07:12 PM|7:55:12 PM,Take Bill,TakeBill@yahoo.com,Issue with the server,Closed,2/7/2016 7:12:00 PM|12:00:00 PM,6565,6,6
2/5/2016|12:00:00 PM,Zdrasti Prrasti,ZdrastiPrrasti@email.com,Issue with the web page,Closed,2/8/2016 12:43:12 AM|10:48:00 PM,432,6,7
2/5/2016 5:31:12 AM|10:48:00 PM,Chocho Discoto,ChochoDiscoto@gmail.com,Issue with the router,Closed,2/8/2016 3:36:00 AM|4:19:12 AM,458,6,7
2/5/2016 8:24:00 AM|4:19:12 AM,Bebcho K,BebchoK@yahoo.com,Issue with the router,Closed,2/8/2016 9:07:12 AM|11:02:24 PM,324,6,7
2/5/2016 1:55:12 PM|11:02:24 PM,Choli Poli,CholiPoli@email.com,Issue with the server,Closed,2/8/2016 12:00:00 PM|3:07:12 PM,156,6,7
2/5/2016 4:48:00 PM|3:07:12 PM,Ivan Chou,IvanChou@yahoo.com,Issue with the server,Closed,2/8/2016 5:31:12 PM|1:55:12 AM,2121,6,7
2/5/2016 10:19:12 PM|1:55:12 AM,Lyudmil Petrov,LyudmilPetrov@email.com,Issue with the web page,Closed,2/8/2016 8:24:00 PM|7:26:24 AM,1233,6,7
2/6/2016 1:12:00 AM|7:26:24 AM,Take Bill,TakeBill@gmail.com,issue with transaction fee,Closed,2/9/2016 1:55:12 AM|2:09:36 AM,32321,6,7
2/6/2016 6:43:12 AM|2:09:36 AM,Zdrasti Prrasti,ZdrastiPrrasti@yahoo.com,Issue with the server,Closed,2/9/2016 4:48:00 AM|6:14:24 PM,333,6,7
2/6/2016 9:36:00 AM|6:14:24 PM,Chocho Discoto,ChochoDiscoto@email.com,Issue with the web page,Closed,2/9/2016 10:19:12 AM|5:02:24 AM,323,6,7
2/6/2016 3:07:12 PM|5:02:24 AM,Bebcho K,BebchoK@gmail.com,Issue with the router,Closed,2/9/2016 1:12:00 PM|10:33:36 AM,456,6,7
2/6/2016 6:00:00 PM|10:33:36 AM,Choli Poli,CholiPoli@yahoo.com,Issue with the server,Closed,2/9/2016 6:43:12 PM|5:16:48 AM,8756,6,7
2/6/2016 11:31:12 PM|5:16:48 AM,Dear Beer,DearBeer@email.com,issue with transaction fee,Open,2/9/2016 9:36:00 PM|9:21:36 PM,,6,7
2/7/2016 2:24:00 AM|9:21:36 PM,Free Money,FreeMoney@gmail.com,Issue with the server,Closed,2/10/2016 3:07:12 AM|8:09:36 AM,432,6,7
2/7/2016 7:55:12 AM|8:09:36 AM,John Peper,JohnPeper@yahoo.com,Issue with the web page,Closed,2/10/2016 6:00:00 AM|1:40:48 PM,458,6,7
2/7/2016 10:48:00 AM|1:40:48 PM,Ivan Chou,IvanChou@email.com,Issue with the web page,Closed,2/10/2016 11:31:12 AM|8:24:00 AM,324,6,7
2/7/2016 4:19:12 PM|8:24:00 AM,Lyudmil Petrov,LyudmilPetrov@gmail.com,issue with transaction fee,Closed,2/10/2016 2:24:00 PM|12:28:48 AM,156,6,7
2/7/2016 7:12:00 PM|12:28:48 AM,Take Bill,TakeBill@yahoo.com,Issue with the server,Closed,2/10/2016 7:55:12 PM|11:16:48 AM,2121,6,7
2/8/2016 12:43:12 AM|11:16:48 AM,Zdrasti Prrasti,ZdrastiPrrasti@email.com,Issue with the web page,Closed,2/10/2016 10:48:00 PM|4:48:00 PM,1233,7,7
2/8/2016 3:36:00 AM|4:48:00 PM,Chocho Discoto,ChochoDiscoto@gmail.com,Issue with the router,Closed,2/11/2016 4:19:12 AM|11:31:12 AM,32321,7,7
2/8/2016 9:07:12 AM|11:31:12 AM,Bebcho K,BebchoK@yahoo.com,Issue with the router,Closed,2/11/2016 7:12:00 AM|3:36:00 AM,333,7,7
2/8/2016 12:00:00 PM|3:36:00 AM,Choli Poli,CholiPoli@email.com,Issue with the server,Closed,2/11/2016 12:43:12 PM|2:24:00 PM,323,7,7
2/8/2016 5:31:12 PM|2:24:00 PM,Ivan Chou,IvanChou@yahoo.com,Issue with the server,Closed,2/11/2016 3:36:00 PM|7:55:12 PM,456,7,7
2/8/2016 8:24:00 PM|7:55:12 PM,Lyudmil Petrov,LyudmilPetrov@email.com,Issue with the web page,Closed,2/11/2016 9:07:12 PM|2:38:24 PM,8756,7,7
2/9/2016 1:55:12 AM|2:38:24 PM,Take Bill,TakeBill@gmail.com,issue with transaction fee,Closed,2/12/2016|6:43:12 AM,6565,7,7
2/9/2016 4:48:00 AM|6:43:12 AM,Zdrasti Prrasti,ZdrastiPrrasti@yahoo.com,Issue with the server,Closed,2/12/2016 5:31:12 AM|5:31:12 PM,432,7,7
2/9/2016 10:19:12 AM|5:31:12 PM,Chocho Discoto,ChochoDiscoto@email.com,Issue with the web page,Closed,2/12/2016 8:24:00 AM|11:02:24 PM,458,7,7
2/9/2016 1:12:00 PM|11:02:24 PM,Bebcho K,BebchoK@gmail.com,Issue with the router,Closed,2/12/2016 1:55:12 PM|5:45:36 PM,324,7,7
2/9/2016 6:43:12 PM|5:45:36 PM,Choli Poli,CholiPoli@yahoo.com,Issue with the server,Closed,2/12/2016 4:48:00 PM|9:50:24 AM,156,7,7
2/9/2016 9:36:00 PM|9:50:24 AM,Dear Beer,DearBeer@email.com,issue with transaction fee,Open,2/12/2016 10:19:12 PM|8:38:24 PM,,7,7
2/10/2016 3:07:12 AM|8:38:24 PM,Free Money,FreeMoney@gmail.com,Issue with the server,Closed,2/13/2016 1:12:00 AM|2:09:36 AM,1233,7,7
2/10/2016 6:00:00 AM|2:09:36 AM,John Peper,JohnPeper@yahoo.com,Issue with the web page,Closed,2/13/2016 6:43:12 AM|8:52:48 PM,32321,7,7
2/10/2016 11:31:12 AM|8:52:48 PM,Ivan Chou,IvanChou@email.com,Issue with the web page,Closed,2/13/2016 9:36:00 AM|12:57:36 PM,333,7,7
2/10/2016 2:24:00 PM|12:57:36 PM,Lyudmil Petrov,LyudmilPetrov@gmail.com,issue with transaction fee,Closed,2/13/2016 3:07:12 PM|11:45:36 PM,323,7,7
2/10/2016 7:55:12 PM|11:45:36 PM,Take Bill,TakeBill@yahoo.com,Issue with the server,Closed,2/13/2016 6:00:00 PM|5:16:48 AM,456,7,7
2/10/2016 10:48:00 PM|5:16:48 AM,Zdrasti Prrasti,ZdrastiPrrasti@email.com,Issue with the web page,Closed,2/13/2016 11:31:12 PM|12:00:00 AM,8756,7,7
2/11/2016 4:19:12 AM|12:00:00 AM,Chocho Discoto,ChochoDiscoto@gmail.com,Issue with the router,Closed,2/14/2016 2:24:00 AM|4:04:48 PM,6565,7,7
2/11/2016 7:12:00 AM|4:04:48 PM,Bebcho K,BebchoK@yahoo.com,Issue with the router,Closed,2/14/2016 7:55:12 AM|2:52:48 AM,432,7,7
2/11/2016 12:43:12 PM|2:52:48 AM,Choli Poli,CholiPoli@email.com,Issue with the server,Closed,2/14/2016 10:48:00 AM|8:24:00 AM,458,7,7
2/11/2016 3:36:00 PM|8:24:00 AM,Ivan Chou,IvanChou@yahoo.com,Issue with the server,Closed,2/14/2016 4:19:12 PM|3:07:12 AM,324,7,7
2/11/2016 9:07:12 PM|3:07:12 AM,Lyudmil Petrov,LyudmilPetrov@email.com,Issue with the web page,Closed,2/14/2016 7:12:00 PM|7:12:00 PM,156,7,7
2/12/2016|7:12:00 PM,Take Bill,TakeBill@gmail.com,issue with transaction fee,Closed,2/15/2016 12:43:12 AM|6:00:00 AM,2121,7,8
2/12/2016 5:31:12 AM|6:00:00 AM,Zdrasti Prrasti,ZdrastiPrrasti@yahoo.com,Issue with the server,Closed,2/15/2016 3:36:00 AM|11:31:12 AM,1233,7,8
2/12/2016 8:24:00 AM|11:31:12 AM,Chocho Discoto,ChochoDiscoto@email.com,Issue with the web page,Closed,2/15/2016 9:07:12 AM|6:14:24 AM,32321,7,8
2/12/2016 1:55:12 PM|6:14:24 AM,Bebcho K,BebchoK@gmail.com,Issue with the router,Closed,2/15/2016 12:00:00 PM|10:19:12 PM,333,7,8
2/12/2016 4:48:00 PM|10:19:12 PM,Choli Poli,CholiPoli@yahoo.com,Issue with the server,Closed,2/15/2016 5:31:12 PM|9:07:12 AM,323,7,8
2/12/2016 10:19:12 PM|9:07:12 AM,Dear Beer,DearBeer@email.com,issue with transaction fee,Open,2/15/2016 8:24:00 PM|2:38:24 PM,,7,8
2/13/2016 1:12:00 AM|2:38:24 PM,Free Money,FreeMoney@gmail.com,Issue with the server,Closed,2/16/2016 1:55:12 AM|9:21:36 AM,8756,7,8
2/13/2016 6:43:12 AM|9:21:36 AM,John Peper,JohnPeper@yahoo.com,Issue with the web page,Closed,2/16/2016 4:48:00 AM|1:26:24 AM,6565,7,8
2/13/2016 9:36:00 AM|1:26:24 AM,Ivan Chou,IvanChou@email.com,Issue with the web page,Closed,2/16/2016 10:19:12 AM|12:14:24 PM,432,7,8
2/13/2016 3:07:12 PM|12:14:24 PM,Lyudmil Petrov,LyudmilPetrov@gmail.com,issue with transaction fee,Closed,2/16/2016 1:12:00 PM|5:45:36 PM,458,7,8
2/13/2016 6:00:00 PM|5:45:36 PM,Take Bill,TakeBill@yahoo.com,Issue with the server,Closed,2/16/2016 6:43:12 PM|12:28:48 PM,324,7,8
2/13/2016 11:31:12 PM|12:28:48 PM,Zdrasti Prrasti,ZdrastiPrrasti@email.com,Issue with the web page,Closed,2/16/2016 9:36:00 PM|4:33:36 AM,156,7,8
2/14/2016 2:24:00 AM|4:33:36 AM,Chocho Discoto,ChochoDiscoto@gmail.com,Issue with the router,Closed,2/17/2016 3:07:12 AM|3:21:36 PM,2121,7,8
2/14/2016 7:55:12 AM|3:21:36 PM,Bebcho K,BebchoK@yahoo.com,Issue with the router,Closed,2/17/2016 6:00:00 AM|8:52:48 PM,1233,7,8
2/14/2016 10:48:00 AM|8:52:48 PM,Choli Poli,CholiPoli@email.com,Issue with the server,Closed,2/17/2016 11:31:12 AM|3:36:00 PM,32321,7,8
2/14/2016 4:19:12 PM|3:36:00 PM,Ivan Chou,IvanChou@yahoo.com,Issue with the server,Closed,2/17/2016 2:24:00 PM|7:40:48 AM,333,7,8
2/14/2016 7:12:00 PM|7:40:48 AM,Lyudmil Petrov,LyudmilPetrov@email.com,Issue with the web page,Closed,2/17/2016 7:55:12 PM|6:28:48 PM,323,7,8
2/15/2016 12:43:12 AM|6:28:48 PM,Take Bill,TakeBill@gmail.com,issue with transaction fee,Closed,2/17/2016 10:48:00 PM|12:00:00 AM,456,8,8
2/15/2016 3:36:00 AM|12:00:00 AM,Zdrasti Prrasti,ZdrastiPrrasti@yahoo.com,Issue with the server,Closed,2/18/2016 4:19:12 AM|6:43:12 PM,8756,8,8
2/15/2016 9:07:12 AM|6:43:12 PM,Chocho Discoto,ChochoDiscoto@email.com,Issue with the web page,Closed,2/18/2016 7:12:00 AM|10:48:00 AM,6565,8,8
2/15/2016 12:00:00 PM|10:48:00 AM,Bebcho K,BebchoK@gmail.com,Issue with the router,Closed,2/18/2016 12:43:12 PM|9:36:00 PM,432,8,8
2/15/2016 5:31:12 PM|9:36:00 PM,Choli Poli,CholiPoli@yahoo.com,Issue with the server,Closed,2/18/2016 3:36:00 PM|3:07:12 AM,458,8,8
2/15/2016 8:24:00 PM|3:07:12 AM,Dear Beer,DearBeer@email.com,issue with transaction fee,Open,2/18/2016 9:07:12 PM|9:50:24 PM,,8,8
2/16/2016 1:55:12 AM|9:50:24 PM,Free Money,FreeMoney@gmail.com,Issue with the server,Closed,2/19/2016|1:55:12 PM,156,8,8
2/16/2016 4:48:00 AM|1:55:12 PM,John Peper,JohnPeper@yahoo.com,Issue with the web page,Closed,2/19/2016 5:31:12 AM|12:43:12 AM,2121,8,8
2/16/2016 10:19:12 AM|12:43:12 AM,Ivan Chou,IvanChou@email.com,Issue with the web page,Closed,2/19/2016 8:24:00 AM|6:14:24 AM,1233,8,8
2/16/2016 1:12:00 PM|6:14:24 AM,Lyudmil Petrov,LyudmilPetrov@gmail.com,issue with transaction fee,Closed,2/19/2016 1:55:12 PM|12:57:36 AM,32321,8,8
2/16/2016 6:43:12 PM|12:57:36 AM,Take Bill,TakeBill@yahoo.com,Issue with the server,Closed,2/19/2016 4:48:00 PM|5:02:24 PM,333,8,8
2/16/2016 9:36:00 PM|5:02:24 PM,Zdrasti Prrasti,ZdrastiPrrasti@email.com,Issue with the web page,Closed,2/19/2016 10:19:12 PM|3:50:24 AM,323,8,8
2/17/2016 3:07:12 AM|3:50:24 AM,Chocho Discoto,ChochoDiscoto@gmail.com,Issue with the router,Closed,2/20/2016 1:12:00 AM|9:21:36 AM,456,8,8
2/17/2016 6:00:00 AM|9:21:36 AM,Bebcho K,BebchoK@yahoo.com,Issue with the router,Closed,2/20/2016 6:43:12 AM|4:04:48 AM,8756,8,8
2/17/2016 11:31:12 AM|4:04:48 AM,Choli Poli,CholiPoli@email.com,Issue with the server,Closed,2/20/2016 9:36:00 AM|8:09:36 PM,6565,8,8
2/17/2016 2:24:00 PM|8:09:36 PM,Ivan Chou,IvanChou@yahoo.com,Issue with the server,Closed,2/20/2016 3:07:12 PM|6:57:36 AM,432,8,8
2/17/2016 7:55:12 PM|6:57:36 AM,Lyudmil Petrov,LyudmilPetrov@email.com,Issue with the web page,Closed,2/20/2016 6:00:00 PM|12:28:48 PM,458,8,8
2/17/2016 10:48:00 PM|12:28:48 PM,Take Bill,TakeBill@gmail.com,issue with transaction fee,Closed,2/20/2016 11:31:12 PM|7:12:00 AM,324,8,8
2/18/2016 4:19:12 AM|7:12:00 AM,Zdrasti Prrasti,ZdrastiPrrasti@yahoo.com,Issue with the server,Closed,2/21/2016 2:24:00 AM|11:16:48 PM,156,8,8
2/18/2016 7:12:00 AM|11:16:48 PM,Chocho Discoto,ChochoDiscoto@email.com,Issue with the web page,Closed,2/21/2016 7:55:12 AM|10:04:48 AM,2121,8,8
2/18/2016 12:43:12 PM|10:04:48 AM,Bebcho K,BebchoK@gmail.com,Issue with the router,Closed,2/21/2016 10:48:00 AM|3:36:00 PM,1233,8,8
2/18/2016 3:36:00 PM|3:36:00 PM,Choli Poli,CholiPoli@yahoo.com,Issue with the server,Closed,2/21/2016 4:19:12 PM|10:19:12 AM,32321,8,8
2/18/2016 9:07:12 PM|10:19:12 AM,Dear Beer,DearBeer@email.com,issue with transaction fee,Open,2/21/2016 7:12:00 PM|2:24:00 AM,,8,8
2/19/2016|2:24:00 AM,Free Money,FreeMoney@gmail.com,Issue with the server,Closed,2/22/2016 12:43:12 AM|1:12:00 PM,323,8,9
2/19/2016 5:31:12 AM|1:12:00 PM,John Peper,JohnPeper@yahoo.com,Issue with the web page,Closed,2/22/2016 3:36:00 AM|6:43:12 PM,456,8,9
2/19/2016 8:24:00 AM|6:43:12 PM,Ivan Chou,IvanChou@email.com,Issue with the web page,Closed,2/22/2016 9:07:12 AM|1:26:24 PM,8756,8,9
2/19/2016 1:55:12 PM|1:26:24 PM,Lyudmil Petrov,LyudmilPetrov@gmail.com,issue with transaction fee,Closed,2/22/2016 12:00:00 PM|5:31:12 AM,6565,8,9
2/19/2016 4:48:00 PM|5:31:12 AM,Take Bill,TakeBill@yahoo.com,Issue with the server,Closed,2/22/2016 5:31:12 PM|4:19:12 PM,432,8,9
2/19/2016 10:19:12 PM|4:19:12 PM,Zdrasti Prrasti,ZdrastiPrrasti@email.com,Issue with the web page,Closed,2/22/2016 8:24:00 PM|9:50:24 PM,458,8,9
2/20/2016 1:12:00 AM|9:50:24 PM,Chocho Discoto,ChochoDiscoto@gmail.com,Issue with the router,Closed,2/23/2016 1:55:12 AM|4:33:36 PM,324,8,9
2/20/2016 6:43:12 AM|4:33:36 PM,Bebcho K,BebchoK@yahoo.com,Issue with the router,Closed,2/23/2016 4:48:00 AM|8:38:24 AM,156,8,9
2/20/2016 9:36:00 AM|8:38:24 AM,Choli Poli,CholiPoli@email.com,Issue with the server,Closed,2/23/2016 10:19:12 AM|7:26:24 PM,2121,8,9
2/20/2016 3:07:12 PM|7:26:24 PM,Ivan Chou,IvanChou@yahoo.com,Issue with the server,Closed,2/23/2016 1:12:00 PM|12:57:36 AM,1233,8,9
2/20/2016 6:00:00 PM|12:57:36 AM,Lyudmil Petrov,LyudmilPetrov@email.com,Issue with the web page,Closed,2/23/2016 6:43:12 PM|7:40:48 PM,32321,8,9
2/20/2016 11:31:12 PM|7:40:48 PM,Take Bill,TakeBill@gmail.com,issue with transaction fee,Closed,2/23/2016 9:36:00 PM|11:45:36 AM,333,8,9
2/21/2016 2:24:00 AM|11:45:36 AM,Zdrasti Prrasti,ZdrastiPrrasti@yahoo.com,Issue with the server,Closed,2/24/2016 3:07:12 AM|10:33:36 PM,323,8,9
2/21/2016 7:55:12 AM|10:33:36 PM,Chocho Discoto,ChochoDiscoto@email.com,Issue with the web page,Closed,2/24/2016 6:00:00 AM|4:04:48 AM,456,8,9
2/21/2016 10:48:00 AM|4:04:48 AM,Bebcho K,BebchoK@gmail.com,Issue with the router,Closed,2/24/2016 11:31:12 AM|10:48:00 PM,8756,8,9
2/21/2016 4:19:12 PM|10:48:00 PM,Choli Poli,CholiPoli@yahoo.com,Issue with the server,Closed,2/24/2016 2:24:00 PM|2:52:48 PM,6565,8,9
2/21/2016 7:12:00 PM|2:52:48 PM,Dear Beer,DearBeer@email.com,issue with transaction fee,Open,2/24/2016 7:55:12 PM|1:40:48 AM,,8,9
2/22/2016 12:43:12 AM|1:40:48 AM,Free Money,FreeMoney@gmail.com,Issue with the server,Closed,2/24/2016 10:48:00 PM|7:12:00 AM,458,9,9
2/22/2016 3:36:00 AM|7:12:00 AM,John Peper,JohnPeper@yahoo.com,Issue with the web page,Closed,2/25/2016 4:19:12 AM|1:55:12 AM,324,9,9
2/22/2016 9:07:12 AM|1:55:12 AM,Ivan Chou,IvanChou@email.com,Issue with the web page,Closed,2/25/2016 7:12:00 AM|6:00:00 PM,156,9,9
2/22/2016 12:00:00 PM|6:00:00 PM,Lyudmil Petrov,LyudmilPetrov@gmail.com,issue with transaction fee,Closed,2/25/2016 12:43:12 PM|4:48:00 AM,2121,9,9
2/22/2016 5:31:12 PM|4:48:00 AM,Take Bill,TakeBill@yahoo.com,Issue with the server,Closed,2/25/2016 3:36:00 PM|10:19:12 AM,1233,9,9
2/22/2016 8:24:00 PM|10:19:12 AM,Zdrasti Prrasti,ZdrastiPrrasti@email.com,Issue with the web page,Closed,2/25/2016 9:07:12 PM|5:02:24 AM,32321,9,9
2/23/2016 1:55:12 AM|5:02:24 AM,Chocho Discoto,ChochoDiscoto@gmail.com,Issue with the router,Closed,2/26/2016|9:07:12 PM,333,9,9
2/23/2016 4:48:00 AM|9:07:12 PM,Bebcho K,BebchoK@yahoo.com,Issue with the router,Closed,2/26/2016 5:31:12 AM|7:55:12 AM,323,9,9
2/23/2016 10:19:12 AM|7:55:12 AM,Choli Poli,CholiPoli@email.com,Issue with the server,Closed,2/26/2016 8:24:00 AM|1:26:24 PM,456,9,9
2/23/2016 1:12:00 PM|1:26:24 PM,Ivan Chou,IvanChou@yahoo.com,Issue with the server,Closed,2/26/2016 1:55:12 PM|8:09:36 AM,8756,9,9
2/23/2016 6:43:12 PM|8:09:36 AM,Lyudmil Petrov,LyudmilPetrov@email.com,Issue with the web page,Closed,2/26/2016 4:48:00 PM|12:14:24 AM,6565,9,9
2/23/2016 9:36:00 PM|12:14:24 AM,Take Bill,TakeBill@gmail.com,issue with transaction fee,Closed,2/26/2016 10:19:12 PM|11:02:24 AM,432,9,9
2/24/2016 3:07:12 AM|11:02:24 AM,Zdrasti Prrasti,ZdrastiPrrasti@yahoo.com,Issue with the server,Closed,2/27/2016 1:12:00 AM|4:33:36 PM,458,9,9
2/24/2016 6:00:00 AM|4:33:36 PM,Chocho Discoto,ChochoDiscoto@email.com,Issue with the web page,Closed,2/27/2016 6:43:12 AM|11:16:48 AM,324,9,9
2/24/2016 11:31:12 AM|11:16:48 AM,Bebcho K,BebchoK@gmail.com,Issue with the router,Closed,2/27/2016 9:36:00 AM|3:21:36 AM,156,9,9
